VideoTime_s,DataTime_s,Behavior
1.0032907623599467,3.0032907623599465,other
2.0065815247198935,4.006581524719893,other
3.00987228707984,5.0098722870798404,other
4.013163049439787,6.013163049439787,other
5.0164538117997335,7.0164538117997335,stand
6.01974457415968,8.019744574159681,stand
7.023035336519627,9.023035336519627,stand
8.026326098879574,10.026326098879574,stand
9.029616861239521,11.029616861239521,stand
10.032907623599467,12.032907623599467,stand
11.036198385959414,13.036198385959414,stand
12.03948914831936,14.03948914831936,jump up
13.042779910679307,15.042779910679307,jump up
14.046070673039255,16.046070673039253,stand
15.0493614353992,17.0493614353992,stand
16.052652197759148,18.052652197759148,stand
17.055942960119093,19.055942960119093,stand
18.059233722479043,20.059233722479043,stand
19.06252448483899,21.06252448483899,other
20.065815247198934,22.065815247198934,other
21.069106009558883,23.069106009558883,stand
22.07239677191883,24.07239677191883,stand
23.075687534278774,25.075687534278774,stand
24.07897829663872,26.07897829663872,stand
25.08226905899867,27.08226905899867,stand
26.085559821358615,28.085559821358615,stand
27.08885058371856,29.08885058371856,stand
28.09214134607851,30.09214134607851,stand
29.095432108438455,31.095432108438455,stand
30.0987228707984,32.0987228707984,other
31.10201363315835,33.10201363315835,other
32.105304395518296,34.105304395518296,lay down
33.10859515787824,35.10859515787824,lay down
34.11188592023819,36.11188592023819,lay down
35.11517668259813,37.11517668259813,lay down
36.118467444958085,38.118467444958085,lay down
37.12175820731803,39.12175820731803,stand
38.12504896967798,40.12504896967798,stand
39.12833973203792,41.12833973203792,stand
40.13163049439787,42.13163049439787,stand
41.13492125675781,43.13492125675781,stand
42.138212019117766,44.138212019117766,stand
43.14150278147771,45.14150278147771,stand
44.14479354383766,46.14479354383766,lay down
45.1480843061976,47.1480843061976,lay down
46.15137506855755,48.15137506855755,lay down
47.154665830917494,49.154665830917494,lay down
48.15795659327744,50.15795659327744,lay down
49.16124735563739,51.16124735563739,lay down
50.16453811799734,52.16453811799734,lay down
51.167828880357284,53.167828880357284,stand
52.17111964271723,54.17111964271723,stand
53.174410405077175,55.174410405077175,stand
54.17770116743712,56.17770116743712,stand
55.180991929797074,57.180991929797074,stand
56.18428269215702,58.18428269215702,lay down
57.187573454516965,59.187573454516965,lay down
58.19086421687691,60.19086421687691,lay down
59.194154979236856,61.194154979236856,lay down
60.1974457415968,62.1974457415968,lay down
61.200736503956755,63.200736503956755,lay down
62.2040272663167,64.2040272663167,lay down
63.207318028676646,65.20731802867664,lay down
64.21060879103659,66.21060879103659,lay down
65.21389955339654,67.21389955339654,lay down
66.21719031575648,68.21719031575648,lay down
67.22048107811644,69.22048107811644,lay down
68.22377184047637,70.22377184047637,lay down
69.22706260283633,71.22706260283633,lay down
70.23035336519627,72.23035336519627,lay down
71.23364412755622,73.23364412755622,lay down
72.23693488991617,74.23693488991617,lay down
73.24022565227611,75.24022565227611,lay down
74.24351641463606,76.24351641463606,lay down
75.246807176996,77.246807176996,other
76.25009793935595,78.25009793935595,other
77.2533887017159,79.2533887017159,stand
