VideoTime_s,DataTime_s,Behavior
1.0029998695708884,1.0029998695708884,stand
2.0059997391417768,2.0059997391417768,stand
3.008999608712665,3.008999608712665,stand
4.0119994782835535,4.0119994782835535,sit
5.014999347854442,5.014999347854442,sit
6.01799921742533,6.01799921742533,sit
7.020999086996218,7.020999086996218,sit
8.023998956567107,8.023998956567107,other
9.026998826137994,9.026998826137994,other
10.029998695708883,10.029998695708883,other
11.03299856527977,11.03299856527977,other
12.03599843485066,12.03599843485066,stand
13.038998304421547,13.038998304421547,stand
14.041998173992436,14.041998173992436,stand
15.044998043563325,15.044998043563325,stand
16.047997913134214,16.047997913134214,stand
17.0509977827051,17.0509977827051,stand
18.05399765227599,18.05399765227599,stand
19.056997521846878,19.056997521846878,stand
20.059997391417767,20.059997391417767,stand
21.062997260988652,21.062997260988652,stand
22.06599713055954,22.06599713055954,stand
23.06899700013043,23.06899700013043,stand
24.07199686970132,24.07199686970132,stand
25.07499673927221,25.07499673927221,stand
26.077996608843094,26.077996608843094,stand
27.080996478413983,27.080996478413983,eat
28.083996347984872,28.083996347984872,eat
29.08699621755576,29.08699621755576,eat
30.08999608712665,30.08999608712665,stand
31.092995956697536,31.092995956697536,stand
32.09599582626843,32.09599582626843,sit
33.098995695839314,33.098995695839314,sit
34.1019955654102,34.1019955654102,sit
35.10499543498109,35.10499543498109,sit
36.10799530455198,36.10799530455198,sit
37.11099517412287,37.11099517412287,sit
38.113995043693755,38.113995043693755,sit
39.11699491326464,39.11699491326464,sit
40.11999478283553,40.11999478283553,sit
41.12299465240642,41.12299465240642,sit
42.125994521977304,42.125994521977304,sit
43.1289943915482,43.1289943915482,sit
44.13199426111908,44.13199426111908,sit
45.134994130689975,45.134994130689975,sit
46.13799400026086,46.13799400026086,stand
47.140993869831746,47.140993869831746,stand
48.14399373940264,48.14399373940264,stand
49.146993608973524,49.146993608973524,stand
50.14999347854442,50.14999347854442,stand
51.1529933481153,51.1529933481153,stand
52.15599321768619,52.15599321768619,stand
53.15899308725708,53.15899308725708,eat
54.161992956827966,54.161992956827966,eat
55.16499282639886,55.16499282639886,eat
56.167992695969744,56.167992695969744,eat
57.17099256554063,57.17099256554063,eat
58.17399243511152,58.17399243511152,eat
59.17699230468241,59.17699230468241,eat
60.1799921742533,60.1799921742533,eat
61.182992043824186,61.182992043824186,eat
62.18599191339507,62.18599191339507,eat
63.188991782965964,63.188991782965964,eat
64.19199165253686,64.19199165253686,eat
65.19499152210774,65.19499152210774,sit
66.19799139167863,66.19799139167863,sit
67.20099126124951,67.20099126124951,sit
68.2039911308204,68.2039911308204,sit
69.2069910003913,69.2069910003913,sit
70.20999086996218,70.20999086996218,stand
71.21299073953307,71.21299073953307,stand
72.21599060910395,72.21599060910395,stand
73.21899047867484,73.21899047867484,stand
74.22199034824574,74.22199034824574,stand
75.22499021781663,75.22499021781663,stand
76.22799008738751,76.22799008738751,stand
77.2309899569584,77.2309899569584,stand
78.23398982652928,78.23398982652928,stand
79.23698969610017,79.23698969610017,stand
80.23998956567107,80.23998956567107,stand
81.24298943524195,81.24298943524195,stand
82.24598930481284,82.24598930481284,stand
83.24898917438372,83.24898917438372,stand
