VideoTime_s,DataTime_s,Behavior
1.0001110370863868,1.0001110370863868,stand
2.0002220741727736,2.0002220741727736,stand
3.0003331112591605,3.0003331112591605,jump down
4.000444148345547,4.000444148345547,stand
5.000555185431934,5.000555185431934,stand
6.000666222518321,6.000666222518321,stand
7.000777259604708,7.000777259604708,stand
8.000888296691095,8.000888296691095,stand
9.00099933377748,9.00099933377748,stand
10.001110370863868,10.001110370863868,sit
11.001221407950254,11.001221407950254,sit
12.001332445036642,12.001332445036642,sit
13.001443482123028,13.001443482123028,sit
14.001554519209416,14.001554519209416,sit
15.001665556295801,15.001665556295801,sit
16.00177659338219,16.00177659338219,sit
17.001887630468577,17.001887630468577,sit
18.00199866755496,18.00199866755496,stand
19.00210970464135,19.00210970464135,stand
20.002220741727736,20.002220741727736,stand
21.002331778814124,21.002331778814124,stand
22.00244281590051,22.00244281590051,stand
23.002553852986896,23.002553852986896,stand
24.002664890073284,24.002664890073284,stand
25.00277592715967,25.00277592715967,stand
26.002886964246056,26.002886964246056,stand
27.002998001332443,27.002998001332443,stand
28.00310903841883,28.00310903841883,stand
29.00322007550522,29.00322007550522,stand
30.003331112591603,30.003331112591603,stand
31.00344214967799,31.00344214967799,stand
32.00355318676438,32.00355318676438,stand
33.00366422385076,33.00366422385076,stand
34.003775260937154,34.003775260937154,stand
35.00388629802354,35.00388629802354,stand
36.00399733510992,36.00399733510992,stand
37.00410837219631,37.00410837219631,stand
38.0042194092827,38.0042194092827,stand
39.00433044636909,39.00433044636909,stand
40.00444148345547,40.00444148345547,stand
41.00455252054186,41.00455252054186,stand
42.00466355762825,42.00466355762825,stand
43.00477459471463,43.00477459471463,stand
44.00488563180102,44.00488563180102,stand
45.00499666888741,45.00499666888741,stand
46.00510770597379,46.00510770597379,stand
47.00521874306018,47.00521874306018,stand
48.00532978014657,48.00532978014657,stand
49.00544081723295,49.00544081723295,stand
50.00555185431934,50.00555185431934,stand
51.00566289140573,51.00566289140573,stand
52.00577392849211,52.00577392849211,stand
53.0058849655785,53.0058849655785,stand
54.00599600266489,54.00599600266489,stand
55.00610703975127,55.00610703975127,stand
56.00621807683766,56.00621807683766,stand
57.006329113924046,57.006329113924046,stand
58.00644015101044,58.00644015101044,stand
59.00655118809682,59.00655118809682,stand
60.006662225183206,60.006662225183206,stand
61.0067732622696,61.0067732622696,stand
62.00688429935598,62.00688429935598,stand
63.006995336442365,63.006995336442365,stand
64.00710637352876,64.00710637352876,stand
65.00721741061514,65.00721741061514,stand
66.00732844770152,66.00732844770152,stand
67.00743948478791,67.00743948478791,stand
